,pv_kW,batt_kWh,inv_rating,cost_capex,cost_capex_pv,cost_capex_batt,cost_capex_inv,cost_grid_total,cost_import_kWh,cost_export_kWh,cost_import_kW,cost_export_kW,cost_opex_yr1,cost_repex_total,cost_npv,an_load,an_solar,an_solar_wasted,an_grid,an_losses,an_batt_ch,an_batt_dc,an_grid_import_kWh,an_grid_export_kWh,an_grid_import_kW,an_grid_export_kW
0,7.463614877472317,22,6.384519997737431,451285.40165781404,201517.60169175256,154000,95767.79996606147,12427.550050820691,2681.6502911923217,0.0,9745.89975962837,1.0547118733938987e-13,22564.270082890704,299721.3599592738,1129027.4445556207,10000.00000000029,10684.286816493137,1315.7131835068285,364.85037975405726,1047.5065627622012,2972.67437202581,-2971.0437385409664,364.8503797540573,0.0,81.2158313302364,-2.1094237467877974e-15
1,12.439358129120478,22,10.640866662895721,649475.6694296887,335862.66948625294,154000,159612.99994343583,22146.84859683299,0.0,17101.331266113706,1523.5268368252014,3521.9904938940817,32473.783471484436,376335.599932123,1654582.8854493927,10000.00000000029,19999.999999999905,8.604228440844963e-16,-8550.665633056855,1438.3343669429244,591.2243562925062,-580.2243562925062,0.0,-8550.665633056853,12.696056973543346,-70.43980987788163
2,18.659037193680703,22,15.96129999434358,897213.5041445327,503794.004229379,154000,239419.4999151537,1.199040866595169e-14,0.0,8.881784197001252e-16,0.0,1.1102230246251565e-14,44860.67520722664,472103.3998981844,1911856.2267569306,10000.00000000029,10773.353080689238,19226.646919310373,-4.440892098500626e-16,762.3530806892784,205.7868525302088,-194.7868525302088,0.0,-4.440892098500626e-16,0.0,-2.220446049250313e-16
