solar,load,grid
0,0,1
0,0,1
0,0,1
0,0,1
0.358374131,0,1
0.882999894,0,1
1.473405468,0,1
1.911825218,2.739726027,1
2.138472415,2.739726027,1
1.897010992,2.739726027,1
2.230285758,2.739726027,1
1.872762138,2.739726027,1
1.54017754,0,1
1.010667149,0,1
0.402026716,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.228383541,0,1
0.934058431,0,1
1.4760546,0,1
1.854778249,2.739726027,1
1.749698331,2.739726027,1
2.085415411,2.739726027,1
2.044518852,2.739726027,1
1.386604562,2.739726027,1
1.542162066,0,1
1.009114851,0,1
0.433967349,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.268027106,0,1
0.953826998,0,1
1.501100518,0,1
1.941964905,2.739726027,1
2.134691592,2.739726027,1
2.233536754,2.739726027,1
2.24302483,2.739726027,1
1.768335208,2.739726027,1
1.424310542,0,1
0.858362965,0,1
0.079009204,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.349866699,0,1
0.936428707,0,1
1.478617751,0,1
1.868704783,2.739726027,1
1.813326302,2.739726027,1
2.098937604,2.739726027,1
2.217667523,2.739726027,1
1.828098699,2.739726027,1
1.131200338,0,1
0.992000063,0,1
0.403009684,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.381131106,0,1
0.956578378,0,1
1.500126845,0,1
1.937119782,2.739726027,1
2.219043213,2.739726027,1
2.324078978,2.739726027,1
2.235895411,2.739726027,1
1.968112304,2.739726027,1
1.543702745,0,1
1.005406066,0,1
0.420923859,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.388286086,0,1
0.967939436,0,1
1.519149473,0,1
1.961036333,2.739726027,1
2.251416072,2.739726027,1
2.354543998,2.739726027,1
2.269311657,2.739726027,1
1.997991726,2.739726027,1
1.569917534,0,1
1.028039879,0,1
0.443236988,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.395980188,0,1
0.975882185,0,1
1.52328119,0,1
1.962140138,2.739726027,1
2.246505883,2.739726027,1
2.351197726,2.739726027,1
2.013844691,2.739726027,1
1.996125715,2.739726027,1
1.328249293,0,1
0.850146008,0,1
0.422450596,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.390363564,0,1
0.98952754,0,1
1.540765462,0,1
1.979473363,2.739726027,1
2.261341023,2.739726027,1
2.359005694,2.739726027,1
2.268161376,2.739726027,1
1.994155132,2.739726027,1
1.564582089,0,1
1.021530915,0,1
0.408640252,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.408858689,0,1
1.003291408,0,1
1.556725321,0,1
1.995265909,2.739726027,1
2.278316383,2.739726027,1
2.375830007,2.739726027,1
2.281783492,2.739726027,1
2.008172295,2.739726027,1
1.573856376,0,1
1.031441922,0,1
0.437966609,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.424414207,0,1
1.022785767,0,1
1.580662786,0,1
2.027411036,2.739726027,1
2.312706301,2.739726027,1
2.415288133,2.739726027,1
2.323916312,2.739726027,1
2.046080446,2.739726027,1
1.607079746,0,1
1.055463044,0,1
0.438208284,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.422311168,0,1
1.028695191,0,1
1.58638863,0,1
2.031489305,2.739726027,1
2.3163872,2.739726027,1
2.418378787,2.739726027,1
2.321824892,2.739726027,1
2.043521942,2.739726027,1
1.604955793,0,1
1.053434367,0,1
0.424086551,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.417717015,0,1
1.030094118,0,1
1.585684518,0,1
2.029609351,2.739726027,1
2.31122604,2.739726027,1
2.409966631,2.739726027,1
2.317556072,2.739726027,1
2.039248474,2.739726027,1
1.60277142,0,1
1.049379336,0,1
0.438605654,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.374375819,0,1
1.031395446,0,1
1.58487816,0,1
2.023332767,2.739726027,1
2.303617918,2.739726027,1
2.399230674,2.739726027,1
2.299860334,2.739726027,1
2.020697577,2.739726027,1
1.585233701,0,1
1.037186356,0,1
0.424365407,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.417967985,0,1
1.016616078,0,1
1.558414724,0,1
1.989005591,2.739726027,1
2.264989389,2.739726027,1
2.363211773,2.739726027,1
2.268702822,2.739726027,1
1.888498912,2.739726027,1
1.562046823,0,1
1.021493734,0,1
0.437192784,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.400771864,0,1
0.99070803,0,1
1.526964413,0,1
1.984776275,2.739726027,1
2.25721163,2.739726027,1
2.34754936,2.739726027,1
2.250730551,2.739726027,1
1.975016314,2.739726027,1
1.496025338,0,1
1.009238012,0,1
0.435045592,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.434868984,0,1
1.034016693,0,1
1.576479946,0,1
2.006540987,2.739726027,1
2.282513166,2.739726027,1
2.375225819,2.739726027,1
2.281481398,2.739726027,1
2.004630823,2.739726027,1
1.572394705,0,1
1.02802826,0,1
0.42595721,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.451756039,0,1
1.030472898,0,1
1.575331989,0,1
2.008095609,2.739726027,1
2.285582906,2.739726027,1
2.379943133,2.739726027,1
2.285476011,2.739726027,1
2.007791191,2.739726027,1
1.573075579,0,1
1.028369859,0,1
0.426087343,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.459945111,0,1
1.049093508,0,1
1.592783728,0,1
2.023841679,2.739726027,1
2.295201114,2.739726027,1
2.386868058,2.739726027,1
2.289379995,2.739726027,1
2.008888025,2.739726027,1
1.575318046,0,1
0.775854118,0,1
0.19287541,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.0023238,0,1
0.441266405,0,1
1.039540366,0,1
1.573733214,0,1
2.000657125,2.739726027,1
2.271384487,2.739726027,1
2.359307788,2.739726027,1
2.259804991,2.739726027,1
1.806173645,2.739726027,1
1.551770979,0,1
0.93860146,0,1
0.384021913,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.0046476,0,1
0.400720741,0,1
1.012633084,0,1
1.572357524,0,1
1.997952222,2.739726027,1
2.269713675,2.739726027,1
2.356867798,2.739726027,1
2.256877003,2.739726027,1
1.978439272,2.739726027,1
1.545812756,0,1
1.007255811,0,1
0.435677666,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.0046476,0,1
0.469853794,0,1
1.043874253,0,1
1.575833929,0,1
1.880214565,2.739726027,1
2.079076084,2.739726027,1
1.154456929,2.739726027,1
2.101556526,2.739726027,1
1.516660683,2.739726027,1
0.745788792,0,1
0.873253877,0,1
0.303934466,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.0069714,0,1
0.399700592,0,1
0.892855131,0,1
1.593083498,0,1
2.014249032,2.739726027,1
2.279394626,2.739726027,1
2.365419383,2.739726027,1
2.259579582,2.739726027,1
1.980038047,2.739726027,1
1.548201622,0,1
0.617659101,0,1
0.357075127,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.0092952,0,1
0.341545171,0,1
1.006242634,0,1
1.548608287,0,1
1.99485692,2.739726027,1
2.259484306,2.739726027,1
2.344249564,2.739726027,1
2.240735887,2.739726027,1
1.365674094,2.739726027,1
0.617638187,0,1
0.498331965,0,1
0.174285009,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.0046476,0,1
0.467495137,0,1
1.038276219,0,1
1.388191717,0,1
1.938569833,2.739726027,1
2.252591915,2.739726027,1
2.339276631,2.739726027,1
2.239934176,2.739726027,1
1.963480971,2.739726027,1
1.532571743,0,1
0.996385074,0,1
0.405203351,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.011619001,0,1
0.417263874,0,1
1.056583116,0,1
1.588440545,0,1
2.010005773,2.739726027,1
2.274988701,2.739726027,1
2.359331026,2.739726027,1
2.256598147,2.739726027,1
1.975950482,2.739726027,1
1.544862321,0,1
1.003393655,0,1
0.390781848,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.0092952,0,1
0.467083825,0,1
1.051064091,0,1
1.577421085,0,1
1.994199284,2.739726027,1
2.169560213,2.739726027,1
2.337766161,2.739726027,1
2.137303544,2.739726027,1
1.952263987,2.739726027,1
1.403768149,0,1
0.987324577,0,1
0.26432994,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.011619001,0,1
0.40179666,0,1
1.000165897,0,1
1.595779106,0,1
2.015245942,2.739726027,1
2.27690816,2.739726027,1
2.330376477,2.739726027,1
2.251748376,2.739726027,1
1.966915547,2.739726027,1
0.863686792,0,1
0.995406754,0,1
0.3908748,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.013942801,0,1
0.451486478,0,1
0.940962441,0,1
1.271023391,0,1
1.954385617,2.739726027,1
2.269795008,2.739726027,1
2.34975697,2.739726027,1
2.24353839,2.739726027,1
1.960971267,2.739726027,1
1.526013979,0,1
0.988467887,0,1
0.390275259,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.018590401,0,1
0.474099377,0,1
1.055662891,0,1
1.575120523,0,1
1.843526408,2.739726027,1
1.980421474,2.739726027,1
2.119352188,2.739726027,1
2.227485579,2.739726027,1
1.94902461,2.739726027,1
1.382633187,0,1
0.955225926,0,1
0.361629775,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.020914201,0,1
0.49480676,0,1
1.07162275,0,1
1.582254589,0,1
2.009947678,2.739726027,1
2.268886402,2.739726027,1
2.347526122,2.739726027,1
2.240426822,2.739726027,1
1.955535898,2.739726027,1
1.522855934,0,1
0.986132468,0,1
0.39096078,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.018590401,0,1
0.411268469,0,1
0.860723946,0,1
1.373630786,0,1
1.834191703,2.739726027,1
0.810650701,2.739726027,1
1.346742094,2.739726027,1
0.892578598,2.739726027,1
1.888531445,2.739726027,1
0.597207336,0,1
0.246322813,0,1
0.085980605,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.025561801,0,1
0.5213097,0,1
1.0888607,0,1
1.625923441,0,1
2.041346865,2.739726027,1
2.301510232,2.739726027,1
2.382011316,2.739726027,1
2.268284538,2.739726027,1
1.980084523,2.739726027,1
1.543021872,0,1
0.999954431,0,1
0.076685404,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.030209402,0,1
0.516499434,0,1
1.084071348,0,1
1.605095221,0,1
2.012225002,2.739726027,1
2.266741534,2.739726027,1
2.343529186,2.739726027,1
2.235114615,2.739726027,1
1.953648972,2.739726027,1
1.524422176,0,1
0.988400496,0,1
0.391097884,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.032533202,0,1
0.524233041,0,1
1.093810394,0,1
1.616572469,0,1
2.024655009,2.739726027,1
2.277203282,2.739726027,1
2.348966878,2.739726027,1
2.237684738,2.739726027,1
1.949684569,2.739726027,1
1.517104529,0,1
0.981359382,0,1
0.391100208,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.030209402,0,1
0.481147463,0,1
1.076553854,0,1
1.586344477,0,1
1.98679101,2.739726027,1
2.235419032,2.739726027,1
2.310282577,2.739726027,1
1.888185199,2.739726027,1
1.220596929,2.739726027,1
1.501683791,0,1
0.227732412,0,1
0.076685404,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.039504602,0,1
0.3848213,0,1
1.018419346,0,1
1.341004632,0,1
1.999037436,2.739726027,1
2.24795361,2.739726027,1
2.32252668,2.739726027,1
2.211256159,2.739726027,1
1.933362197,2.739726027,1
1.504781417,0,1
0.977787701,0,1
0.293428565,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.037180802,0,1
0.433372456,0,1
1.083571731,0,1
1.592288758,0,1
1.990153548,2.739726027,1
2.237689385,2.739726027,1
2.309171801,2.739726027,1
2.202497756,2.739726027,1
1.920985638,2.739726027,1
1.497433561,0,1
0.971938696,0,1
0.37801489,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.039504602,0,1
0.469663243,0,1
1.094333249,0,1
1.609196728,0,1
2.010449619,2.739726027,1
2.259105527,2.739726027,1
2.330539143,2.739726027,1
2.220504883,2.739726027,1
1.937084925,2.739726027,1
1.504402637,0,1
0.974123069,0,1
0.391262874,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.041828402,0,1
0.443039465,0,1
0.91906992,0,1
1.616558527,0,1
1.998063764,2.739726027,1
2.26688561,2.739726027,1
2.335605027,2.739726027,1
2.220530445,2.739726027,1
1.934898229,2.739726027,1
1.504174905,0,1
0.972863569,0,1
0.415225901,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.039504602,0,1
0.302052188,0,1
1.098497499,0,1
1.607242412,0,1
2.005104878,2.739726027,1
1.773380178,2.739726027,1
2.282859412,2.739726027,1
2.076773198,2.739726027,1
1.928400884,2.739726027,1
1.502362341,0,1
0.973985964,0,1
0.391999519,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.048799803,0,1
0.330028417,0,1
0.707099844,0,1
1.394802929,0,1
1.94300132,2.739726027,1
2.245748324,2.739726027,1
2.31534149,2.739726027,1
2.200190223,2.739726027,1
1.915875601,2.739726027,1
1.490069438,0,1
0.964676821,0,1
0.390384478,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.053447403,0,1
0.550503601,0,1
0.933112644,0,1
1.608975967,0,1
2.001177656,2.739726027,1
2.244165816,2.739726027,1
2.310905356,2.739726027,1
2.197831565,2.739726027,1
1.917578947,2.739726027,1
0.616889923,0,1
0.306741616,0,1
0.118513806,0,1
0,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.055771203,0,1
0.560426228,0,1
1.002459487,0,1
1.486795204,0,1
1.976266519,2.739726027,1
2.090994855,2.739726027,1
2.299537325,2.739726027,1
2.202105034,2.739726027,1
1.917255939,2.739726027,1
1.492778989,0,1
0.966793803,0,1
0.414981902,0,1
0.0023238,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.044152202,0,1
0.468380505,0,1
1.112189329,0,1
1.613823414,0,1
2.003343438,2.739726027,1
2.225824062,2.739726027,1
2.306471545,2.739726027,1
2.192963204,2.739726027,1
1.82006997,2.739726027,1
1.485305648,0,1
0.96440726,0,1
0.350910085,0,1
0.0023238,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.039504602,0,1
0.322090316,0,1
0.479430175,0,1
1.408829386,0,1
2.00637135,2.739726027,1
2.243471,2.739726027,1
2.30648084,2.739726027,1
2.190358224,2.739726027,1
1.904247306,2.739726027,1
1.481750234,0,1
0.960830932,0,1
0.412648807,0,1
0.0023238,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.066297553,0,1
0.564016499,0,1
1.116832282,0,1
1.618373414,0,1
2.009327223,2.739726027,1
2.248381189,2.739726027,1
2.311077317,2.739726027,1
2.196818389,2.739726027,1
1.912141255,2.739726027,1
1.48470146,0,1
0.963089666,0,1
0.414043087,0,1
0.0023238,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.053447403,0,1
0.216113411,0,1
0.463226316,0,1
0.794335301,0,1
1.901688802,2.739726027,1
1.253655309,2.739726027,1
1.470721479,2.739726027,1
1.803696474,2.739726027,1
1.905418501,2.739726027,1
1.481164636,0,1
0.957236013,0,1
0.39331479,0,1
0.0023238,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.055771203,0,1
0.504092665,0,1
0.87472949,0,1
1.617397418,0,1
2.002590527,2.739726027,1
2.235251719,2.739726027,1
2.294545803,2.739726027,1
2.18038215,2.739726027,1
1.897038878,2.739726027,1
1.475304012,0,1
0.956034608,0,1
0.410738643,0,1
0.0023238,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.060418803,0,1
0.571129651,0,1
1.120094897,0,1
1.618538404,0,1
2.007379879,2.739726027,1
2.246812624,2.739726027,1
2.120493174,2.739726027,1
2.123741846,2.739726027,1
1.914795034,2.739726027,1
1.488668187,0,1
0.966410376,0,1
0.202170611,0,1
0.0023238,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.055771203,0,1
0.369416829,0,1
0.929750105,0,1
1.56880211,0,1
2.030964126,2.739726027,1
2.265107903,2.739726027,1
2.29185949,2.739726027,1
2.191545686,2.739726027,1
1.902230247,2.739726027,1
1.471692827,0,1
0.943871839,0,1
0.309225758,0,1
0.0023238,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.051123603,0,1
0.371278193,0,1
1.124094157,0,1
1.48951405,0,1
1.712092273,2.739726027,1
1.945964165,2.739726027,1
2.29141332,2.739726027,1
2.174435546,2.739726027,1
1.895632979,2.739726027,1
1.474411673,0,1
0.926682689,0,1
0.311626244,0,1
0.0023238,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.085131953,0,1
0.563542444,0,1
1.121389254,0,1
1.610416723,0,1
1.987646168,2.739726027,1
2.219566068,2.739726027,1
2.281760254,2.739726027,1
2.16946029,2.739726027,1
1.888845158,2.739726027,1
1.343795516,0,1
0.246322813,0,1
0.076685404,0,1
0.0023238,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.062742603,0,1
0.539481817,0,1
1.131448984,0,1
1.5431125,0,1
1.589353799,2.739726027,1
1.549956091,2.739726027,1
1.743963192,2.739726027,1
2.079726748,2.739726027,1
1.879338492,2.739726027,1
1.060212892,0,1
0.227732412,0,1
0.076685404,0,1
0.0023238,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.080212235,0,1
0.559422346,0,1
1.138376233,0,1
1.538313853,0,1
1.84474408,2.739726027,1
2.247356394,2.739726027,1
2.276517761,2.739726027,1
2.183161415,2.739726027,1
1.898349501,2.739726027,1
1.473247449,0,1
0.953727075,0,1
0.397423268,0,1
0.0023238,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.083123725,0,1
0.488674252,0,1
1.127916808,0,1
1.619340115,0,1
1.997863917,2.739726027,1
2.228956544,2.739726027,1
2.287574402,2.739726027,1
2.169148901,2.739726027,1
1.887601925,2.739726027,1
1.464200895,0,1
0.870318917,0,1
0.083656804,0,1
0.0023238,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.078624383,0,1
0.552818106,0,1
1.070953496,0,1
1.566887299,0,1
1.914388369,2.739726027,1
2.205916066,2.739726027,1
1.963141696,2.739726027,1
2.118789828,2.739726027,1
1.874890739,2.739726027,1
1.457615246,0,1
0.949258407,0,1
0.34071325,0,1
0.0023238,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.067390204,0,1
0.576678886,0,1
1.11952789,0,1
1.579633343,0,1
1.979180564,2.739726027,1
2.205613972,2.739726027,1
2.19672776,2.739726027,1
2.116930788,2.739726027,1
1.861982029,2.739726027,1
1.453339454,0,1
0.945861011,0,1
0.408872632,0,1
0.0023238,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.074643946,0,1
0.354395785,0,1
0.808924118,0,1
1.163508131,0,1
1.883158819,2.739726027,1
2.087662525,2.739726027,1
2.117249149,2.739726027,1
2.084527719,2.739726027,1
1.875671535,2.739726027,1
1.379105659,0,1
0.9450593,0,1
0.306565007,0,1
0.0023238,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.084752941,0,1
0.536089069,0,1
1.061546753,0,1
1.38418781,0,1
1.975172009,2.739726027,1
2.196853246,2.739726027,1
2.019819181,2.739726027,1
1.974893153,2.739726027,1
1.79554226,2.739726027,1
1.189997129,0,1
0.810218474,0,1
0.342772137,0,1
0.0023238,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.080158788,0,1
0.563586596,0,1
0.96432128,0,1
1.457117953,0,1
1.937194144,2.739726027,1
2.142757503,2.739726027,1
2.275386071,2.739726027,1
2.163769303,2.739726027,1
1.880802486,2.739726027,1
1.329037061,0,1
0.626786988,0,1
0.382155902,0,1
0.0023238,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.076685404,0,1
0.529498772,0,1
1.07857556,0,1
1.566308673,0,1
1.881711092,2.739726027,1
1.929132881,2.739726027,1
2.081279046,2.739726027,1
1.634519178,2.739726027,1
1.630108605,2.739726027,1
1.065422852,0,1
0.513376247,0,1
0.18822781,0,1
0.0023238,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.093266415,0,1
0.577898881,0,1
1.131753402,0,1
1.616172776,0,1
1.989007915,2.739726027,1
2.21703545,2.739726027,1
2.271705171,2.739726027,1
1.712299092,2.739726027,1
1.790316033,2.739726027,1
1.457173724,0,1
0.70907275,0,1
0.359559269,0,1
0.0023238,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.107033072,0,1
0.580719974,0,1
0.926703603,0,1
1.367921209,0,1
1.670668212,2.739726027,1
2.10700119,2.739726027,1
2.277921337,2.739726027,1
2.129818583,2.739726027,1
1.787553035,2.739726027,1
1.064500303,0,1
0.944083304,0,1
0.123161406,0,1
0.0023238,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.018590401,0,1
0.450164236,0,1
0.999106244,0,1
1.429950405,0,1
1.730011096,2.739726027,1
1.369361965,2.739726027,1
1.750509337,2.739726027,1
1.552307777,2.739726027,1
1.147060274,2.739726027,1
1.035236688,0,1
0.626968244,0,1
0.228824598,0,1
0.0023238,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.090389318,0,1
0.348284191,0,1
0.801992222,0,1
0.944078657,0,1
1.638523085,2.739726027,1
1.040455943,2.739726027,1
2.165284421,2.739726027,1
1.444564784,2.739726027,1
1.49432664,2.739726027,1
0.802368678,0,1
0.356698671,0,1
0.158018408,0,1
0.0023238,0,1
0,0,0
0,0,0
0,0,0
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0,0,1
0.099542999,0,1
0.572844616,0,1
0.971146281,0,1
1.554124989,0,1
1.862133076,2.739726027,1
2.043112953,2.739726027,1
1.4842367,2.739726027,1
1.059274076,2.739726027,1
1.573317254,2.739726027,1
1.341316021,0,1
0.19287541,0,1
0.072037804,0,1
0.0023238,0,1
0,0,0
0,0,0
0,0,0
0,0,1
